Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.840094268321991,0.8443156184525288,0.7631676072725719,0.7870900609889737,535796800
2000-01-04,0.7692658305168152,0.8302436317453809,0.7594152797298118,0.8124194816500911,512377600
2000-01-05,0.7805225849151611,0.8297745344167374,0.7730180360241728,0.7786464351670466,778321600
2000-01-06,0.7129775881767273,0.8030381060173246,0.7129775881767273,0.7964716055515493,767972800
2000-01-07,0.7467504739761353,0.7580081746532202,0.7167306235573667,0.7242351728249103,460734400
2000-01-10,0.7336166501045227,0.7673887991281028,0.7111013496731127,0.7655126493458292,505064000
2000-01-11,0.6960914731025696,0.7458124787010934,0.6792054218655661,0.720013925962773,441548800
2000-01-12,0.6543448567390442,0.7167306077542647,0.6491846055869582,0.7129774564274761,976068800
2000-01-13,0.7261113524436951,0.7411213043550292,0.6942153486738593,0.7091076122132474,1032684800
2000-01-14,0.7537859082221985,0.7673887064467647,0.7458123101866503,0.7505026590251218,390376000
2000-01-18,0.7800536751747131,0.7955334780559957,0.7537860726222828,0.7580082241922185,459177600
2000-01-19,0.7997547388076782,0.8161717891945548,0.7758322873045903,0.792718387685125,597643200
2000-01-20,0.8518207669258118,0.911860456451047,0.8518207669258118,0.866830664256389,1831132800
2000-01-21,0.8354038000106812,0.8574492989363172,0.8269603494225434,0.8574492989363172,495924800
2000-01-24,0.7974094748497009,0.8461915189293905,0.7889659749553205,0.813826472784116,440876800
2000-01-25,0.8424392342567444,0.8490066347614256,0.7683276411429724,0.7880279388012676,497145600
2000-01-26,0.8269605040550232,0.8569804092115234,0.8236773039508636,0.825553403981389,367158400
2000-01-27,0.8255534172058105,0.8480687722964383,0.8030381122166638,0.8166409148377007,340144000
2000-01-28,0.7626984715461731,0.8321197730869576,0.7551939223038231,0.81195047345519,423348800
2000-01-31,0.7786467671394348,0.7795848674641818,0.7092254893529787,0.758008459792019,701680000
2000-02-01,0.7523788213729858,0.7880279705783426,0.7505027217619402,0.7805225701047787,318035200
2000-02-02,0.7415904402732849,0.7664509468665471,0.7279875867977713,0.7561321955562397,464195200
2000-02-03,0.7753632068634033,0.7823995572549817,0.7523788076339044,0.7528478575788351,475193600
2000-02-04,0.8105434775352478,0.8255533795681452,0.777708521477309,0.780053721598334,425320000
2000-02-07,0.856042206287384,0.8574493562935052,0.7950644033838021,0.810543404161455,441067200
2000-02-08,0.8621405363082886,0.871521135304172,0.8349348352424846,0.8555731350222991,408643200
2000-02-09,0.8452534675598145,0.879026467045218,0.8438464179025746,0.8565111674559284,299364800
2000-02-10,0.8518207669258118,0.8546349661082228,0.8255531209377914,0.8471303681531759,302982400
2000-02-11,0.8161715865135193,0.8565110282844602,0.8124192876990142,0.8527587294699551,212251200
2000-02-14,0.8691761493682861,0.8696451994470711,0.8152338371620607,0.8203932377242477,367539200
2000-02-15,0.8930984735488892,0.9001348249111262,0.864485721540458,0.8649547715500937,485744000
2000-02-16,0.8565114140510559,0.886532122755411,0.8415015106122298,0.8837171208040312,378246400
2000-02-17,0.8621405363082886,0.8668308358062302,0.8490067357657699,0.8644856860572594,289497600
2000-02-18,0.8349345922470093,0.8658924838201476,0.8321195416018929,0.8602640859795019,233441600
2000-02-22,0.8541660904884338,0.8776194919778396,0.8006927880099075,0.8264913893641286,422296000
2000-02-23,0.8724591732025146,0.8930983733401999,0.8330577743786823,0.8498270368129801,473099200
2000-02-24,0.8646025061607361,0.8940365197776438,0.8386870688250491,0.8804336695048346,376432000
2000-02-25,0.8283676505088806,0.8780887130319472,0.8264915503733125,0.8616716594608737,249144000
2000-02-28,0.8499448299407959,0.8630786319419905,0.8133576740905972,0.826491476091792,328328000
2000-02-29,0.8602643013000488,0.879964600499463,0.8447845500156278,0.85228985057073,368961600
2000-03-01,0.9779987931251526,0.9911325950577298,0.8893462312979958,0.8898152813380227,1077003200
2000-03-02,0.9156140089035034,0.9601748733941239,0.9057634551789867,0.9531393218646191,311259200
2000-03-03,0.9606435298919678,0.9624028932010814,0.9006038290764972,0.9371901287774994,323366400
2000-03-06,0.9432883858680725,0.9690869341335675,0.9381281351191243,0.945633535359866,210560000
2000-03-07,0.9221803545951843,0.956422411074342,0.9090465523880535,0.9489170090592777,273011200
2000-03-08,0.9156140089035034,0.9301549637153486,0.8898154501830261,0.9221805103039777,271230400
2000-03-09,0.9174900650978088,0.938128367731703,0.8874701601411852,0.9071704628675422,276718400
2000-03-10,0.9437576532363892,0.9601747054905678,0.9081084468223147,0.9132686987601173,248606400
2000-03-13,0.9104538559913635,0.9493862191248374,0.8968510014416873,0.9165521088847711,303956800
2000-03-14,0.8574493527412415,0.9324998578304962,0.8555731527408527,0.9097499808977749,428579200
2000-03-15,0.8724591732025146,0.9024798734950291,0.8565111740554691,0.8677688740383251,443609600
2000-03-16,0.9123300909996033,0.9156141438075087,0.859325815362057,0.8804340763082132,378100800
2000-03-17,0.9381283521652222,0.9381283521652222,0.8977888456476903,0.9015420476510801,305043200
2000-03-20,0.9231179356575012,0.9475093261579979,0.9184275379993887,0.9268710353666298,204489600
2000-03-21,1.0127099752426147,1.0263127280373154,0.9127997039111622,0.9198352546358242,524328000
2000-03-22,1.0821317434310913,1.083539696000921,0.9873808742721245,0.9965279065357996,567996800
2000-03-23,1.0605548620224,1.1285690316586978,1.0507043087221868,1.0657142128135488,562564800
2000-03-24,1.040853500366211,1.0802549022881833,1.0169310488513903,1.068997201420132,446913600
2000-03-27,1.047420620918274,1.0863529661342457,1.0272504726290372,1.0328797730058066,279182400
2000-03-28,1.044137716293335,1.0657141196154403,1.0291269116879456,1.0300650118235606,202966400
2000-03-29,1.0202150344848633,1.0464826340734499,1.0043838717399582,1.0460136843127283,239836800
2000-03-30,0.9437576532363892,1.033349017897877,0.9414124030013458,1.0023903119538895,414400000
2000-03-31,1.0192773342132568,1.0300650857350442,0.9456338630062326,0.956422516354748,404633600
2000-04-03,1.0005141496658325,1.046951909732025,0.9714323442289533,1.0169312025418973,328563200
2000-04-04,0.9554840326309204,0.9981686769636379,0.8762121924311251,0.9953544776874141,660329600
2000-04-05,0.9784681797027588,0.9972303727916878,0.9306233949113727,0.9491510129903082,457665600
2000-04-06,0.9395360946655273,1.0094264400272022,0.9249943439975269,0.9803446421411117,259627200
2000-04-07,0.9887872934341431,0.9897252931674017,0.9418812945947349,0.9550150945132988,242435200
2000-04-10,0.9381283521652222,0.9962928627189835,0.9362522521783184,0.9883184106943206,212262400
2000-04-11,0.8963819146156311,0.9371903763910181,0.8860623111876768,0.9268716747898076,541822400
2000-04-12,0.8199241161346436,0.8930985273201758,0.7870900623670575,0.8930985273201758,941136000
2000-04-13,0.8541660904884338,0.9006038434739876,0.8142956386261679,0.8368109902305316,529827200
2000-04-14,0.8396252989768982,0.8855931562111261,0.818047994456678,0.8203931946259181,667620800
2000-04-17,0.9296855926513672,0.9301546426184778,0.8185168926329295,0.8218009939247615,409561600
2000-04-18,0.9522009491920471,0.9522009491920471,0.8959126451434409,0.9268714478470997,390924800
2000-04-19,0.9090465903282166,0.9775298043181334,0.8987269877864179,0.9470409485888122,520150400
2000-04-20,0.8921600580215454,0.93625184556691,0.8785572117408889,0.9282781986288442,722120000
2000-04-24,0.9043560028076172,0.9043560028076172,0.8612023078954971,0.8630784073742999,443620800
2000-04-25,0.9629887938499451,0.9662728452187185,0.9160827925612246,0.9165518425538172,391641600
2000-04-26,0.9104538559913635,0.96064382303007,0.9006041038936267,0.9503242191796394,366912000
2000-04-27,0.9512622356414795,0.9531392376154958,0.8749223047793028,0.8794957685897905,326603200
2000-04-28,0.9310927391052246,0.9568913918036697,0.910453636581156,0.9540771919115068,249580800
2000-05-01,0.9329688549041748,0.9390671057771792,0.9146757055322404,0.937190104259686,226195200
2000-05-02,0.8846551775932312,0.9475099977425809,0.8818409770848505,0.9249946902249875,236432000
2000-05-03,0.8635475635528564,0.9099845134190707,0.837749013131098,0.8926293636187166,489798400
2000-05-04,0.8307127356529236,0.8649547899250679,0.8297746356137232,0.8640166898858676,399515200
2000-05-05,0.8490068316459656,0.8612025335850048,0.8309473027442973,0.8316508277078499,284076800
2000-05-08,0.8264912962913513,0.8532278944182813,0.8255531964104771,0.8412666700239261,184900800
2000-05-09,0.7913113832473755,0.8349349417751047,0.7870900830997319,0.8278985898038822,327140800
2000-05-10,0.7453435659408569,0.7880282278783244,0.7411214135602466,0.7809918750608088,535091200
2000-05-11,0.7716108560562134,0.7823995050849184,0.7429981099027727,0.7608222571289732,499744000
2000-05-12,0.8077291250228882,0.829305574640422,0.7862687104155464,0.7955334245993472,306913600
2000-05-15,0.7580083608627319,0.811012575439475,0.7514410081272345,0.811012575439475,678932800
2000-05-16,0.7931873798370361,0.8185168792710441,0.771141931539779,0.7843925678436074,440451200
2000-05-17,0.7608223557472229,0.7781774553093471,0.7533169549383162,0.7777084053348939,398092800
2000-05-18,0.7561319470405579,0.7875588940832944,0.755193847165181,0.77301799530468,373777600
2000-05-19,0.7054730653762817,0.7448744717902119,0.7007818634819515,0.7448744717902119,740667200
2000-05-22,0.6749833226203918,0.7035969292219928,0.6454324676306503,0.7035969292219928,755507200
2000-05-23,0.644025444984436,0.7007819616051935,0.6426183447468066,0.6792055562024497,517585600
2000-05-24,0.6580971479415894,0.6735760987257444,0.622917044803349,0.6468394969008215,678462400
2000-05-25,0.6549306511878967,0.6953877871808796,0.6454323146399394,0.6641953645895473,406750400
2000-05-26,0.6482465267181396,0.6745141257988182,0.6398039281442925,0.6604422263492943,181148800
