Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.24614334106445,35.098934008723525,26.65275122101279,28.7843310945574,855215656
2007-10-08,30.595386505126953,33.33598918181694,30.403062671265122,33.33598918181694,126671715
2007-10-09,32.67887878417969,32.96736230379022,28.960634677039113,30.611405589745026,116725709
2007-10-10,32.983394622802734,33.65652583511763,32.69491105969017,33.52830922745379,67931378
2007-10-11,36.66958236694336,38.46459737484443,32.6949090728912,38.46459737484443,106320954
2007-10-12,36.42917251586914,37.79145980080954,35.579747195951185,35.90028538064305,99410791
2007-10-15,36.90998458862305,37.40682144799589,36.58944636228364,37.18244295052713,41814972
2007-10-16,40.67631149291992,41.31739233643636,36.701638087618704,36.95806694696269,138614496
2007-10-17,43.849639892578125,44.87535959020394,34.00911260491534,36.541365852552126,204876259
2007-10-18,42.31105041503906,47.9044436541608,40.50001048366559,44.55481777897231,146617799
2007-10-19,42.16682052612305,43.88170113216434,40.067292258839004,41.349445332876826,110266491
2007-10-22,41.60586166381836,42.904039385176574,40.22754506029148,41.317378208802836,72253405
2007-10-23,44.57085037231445,44.971523143517366,42.63159155114566,42.63159155114566,74594921
2007-10-24,43.88169479370117,45.99724792979957,43.38485794072969,45.516436248907404,63055170
2007-10-25,43.78553009033203,44.81125412571832,38.67294378040567,42.39118797420868,34522489
2007-10-26,45.09974670410156,45.82095783848183,43.352811328460106,44.554829885760554,62370025
2007-10-29,46.013282775878906,47.11914161403269,45.61260991387809,45.83698845563007,43657697
2007-10-30,47.03899002075195,48.305113197985385,45.26000054864165,46.63831730373305,79921711
2007-10-31,48.01662826538086,49.074406815005524,47.11912314531487,47.27939222729645,44655368
2007-11-01,46.942832946777344,49.57124810064797,46.5581896897378,49.20263001564337,50632492
2007-11-02,47.79226303100586,48.080750936430675,44.875364062605996,45.24398653118696,32001693
2007-11-05,48.7699089050293,49.84371295595519,47.47172633089677,47.76021424575629,38833135
2007-11-06,49.410987854003906,52.53623607254196,48.73785659895691,49.61933686572405,81880281
2007-11-07,48.68977355957031,51.029701103753986,47.59994435197214,50.324519544756754,33593141
2007-11-08,47.85634994506836,49.15453186706052,46.798575947216605,47.43965215138767,27990521
2007-11-12,49.01029968261719,49.8757545038939,45.14781202182569,46.41393956636434,35153735
2007-11-13,50.18027877807617,51.18997348533637,48.25704910802679,49.843715324848986,43830531
2007-11-14,49.52316665649414,51.766934134140264,49.26673347907366,51.0617483307061,36738579
2007-11-15,50.3565673828125,51.23804747220811,49.410977911520646,50.45272710807909,29242252
2007-11-16,50.00398635864258,51.14189555083841,49.42701482721946,50.13220080532145,18895294
2007-11-19,51.815025329589844,53.69017514413968,50.75725074065337,51.141894069549046,40716718
2007-11-20,51.013668060302734,53.04908655396525,50.38861681464385,51.60666461559338,26342171
2007-11-21,47.03899002075195,51.62268416441742,45.90107689587191,51.318175508029384,26814499
2007-11-22,45.420257568359375,48.43331907790408,43.448949193871854,46.542140877954424,34096185
2007-11-23,48.433326721191406,48.72181017681206,45.708748191774546,48.40127203777205,27664090
2007-11-26,48.8179817199707,50.22834900430662,48.43333846837608,50.22834900430662,20159123
2007-11-27,47.615970611572266,49.651389465638374,47.11913803941419,49.651389465638374,20573198
2007-11-28,46.91078186035156,48.88209555104432,46.59024361439543,48.657717039843746,16435311
2007-11-29,45.6446647644043,48.3371855365033,45.05166805715195,48.080756643000086,25530967
2007-11-30,47.40761184692383,47.696095356761504,45.836975539960896,46.47805193852353,18437721
2007-12-03,48.08073043823242,48.67372682229225,47.61594843104532,47.98456639489555,16851227
2007-12-04,47.45570373535156,48.801966252585785,47.10311075725892,48.401293401930204,14008727
2007-12-05,49.34686279296875,49.52316139889953,47.4396632479928,47.535822962080665,27725290
2007-12-06,48.433326721191406,51.1739260709528,47.80827561103268,50.42066057469342,24104710
2007-12-07,48.22499084472656,49.42700929962533,47.359540165746445,48.737852921665706,11742386
2007-12-10,48.27305221557617,48.86604422796113,47.648001175805305,48.68975001037257,8330010
2007-12-11,48.0487060546875,48.9782663076283,47.80830231612112,48.70580786773724,11685950
2007-12-12,48.01662826538086,48.44935565624654,47.11912314531487,47.43966130927802,16342131
2007-12-13,47.215301513671875,48.72183321866976,47.03900719285627,48.080756637407475,14620172
2007-12-14,46.75050354003906,47.48774396924607,46.510099902867125,47.055016552821115,10991851
2007-12-17,43.92976760864258,47.2793932322896,43.272661750004104,47.02296008712195,19355678
2007-12-18,43.737449645996094,45.19589677771422,42.375162239252305,43.43293660428108,21607783
2007-12-19,42.93609619140625,45.532456110070534,42.56747818357334,45.147808585980655,19526912
2007-12-20,42.50337219238281,43.84963428613767,42.31104841504965,43.497041418956414,17105204
2007-12-24,43.80156326293945,44.4907196187652,42.7918643151907,43.14445725348565,16711519
2007-12-26,45.13180923461914,45.676726147532676,44.04197975637151,44.04197975637151,20930094
2007-12-27,45.45234298706055,46.702441507989626,45.0676952817382,46.06136489750507,44565277
2007-12-28,45.804927825927734,45.99725164430011,44.875363428391005,45.35617080053281,18354518
2007-12-31,46.1414909362793,46.413949314838206,45.58054900589611,46.157520457122885,11982308
2008-01-01,46.99091339111328,47.4236408647605,45.949164158944555,46.38189163259177,16687746
2008-01-02,46.7344856262207,47.34350739876809,46.04532929550714,46.99091447332128,13437280
2008-01-03,48.657711029052734,48.85003482238388,45.88505641355981,46.445998274688684,31815218
2008-01-04,48.40129470825195,50.00398615412995,48.08075641907635,49.36290957577875,28011310
2008-01-07,48.0006103515625,49.1064645758403,47.48774834218634,48.09677007625527,15858063
2008-01-08,46.36585998535156,48.72181648168481,45.804918169442566,48.04868543307855,13282666
2008-01-09,45.62862777709961,46.62229718513667,45.516438524202535,46.41394819980101,13113527
2008-01-10,44.538795471191406,47.11913071412374,44.23428242748123,45.836977852317204,18023003
2008-01-11,45.2119255065918,45.64465295656747,43.43293584504244,45.14781612601108,11629440
2008-01-14,45.90108108520508,46.38188838951044,44.57084841280909,45.292059369267136,10264240
2008-01-15,44.506752014160156,46.830654662764964,44.13813384286276,46.638335163012506,11558334
2008-01-16,43.593204498291016,44.554819111595485,42.48735030153747,44.186201046010964,14834065
2008-01-17,44.76316833496094,45.75683754748683,42.8239097666684,43.75346960513046,16169395
2008-01-18,42.679683685302734,44.442644205891945,42.31106118929845,44.39455998635844,13254156
2008-01-21,35.41948318481445,42.31105514434076,30.851811223897553,42.31105514434076,33202389
2008-01-22,31.86150360107422,33.656518317093074,25.306495940437188,31.9256108036916,58755707
2008-01-23,35.41948318481445,36.78177066518593,32.37436999339585,32.37436999339585,28425991
2008-01-24,35.49961471557617,38.01584048134727,33.81678914801672,37.326684213671776,29911930
2008-01-25,37.326683044433594,37.50297731171978,35.82015179687392,37.18243911841581,12550722
2008-01-28,37.72735595703125,38.015839462796635,33.81678824197041,36.813821232459595,13601109
2008-01-29,37.1023063659668,38.368434029833345,36.54136450053337,37.82351733580979,7679877
2008-01-30,35.05085754394531,37.34270453041364,34.586075470484225,37.18243544957562,9016102
2008-01-31,32.75901412963867,35.51564367308252,32.37436870291809,35.41948177295515,41538563
2008-02-01,33.89693069458008,34.13733439670364,33.01545045346033,33.319961374725665,9089201
2008-02-04,35.64385986328125,36.06056000202959,34.53800339129493,34.53800339129493,12009385
2008-02-05,36.749717712402344,37.230525081178115,34.938677492862574,35.707968413388166,14593303
2008-02-06,36.42917251586914,36.86189993471863,34.39375634734904,35.74001628829712,12429218
2008-02-07,34.71430587768555,37.166425096275354,34.48992950982626,35.932351812365184,11300078
2008-02-08,33.81678771972656,35.227154885359084,33.191736510573165,34.938671384048845,13514197
